id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-02257,SIN-0758,Copia Licencia,Sí,Sí,2023-08-10,No,
DOC-02258,SIN-0758,Copia Matrícula,Sí,Sí,2023-08-12,No,
DOC-02259,SIN-0758,Denuncia Policial,Sí,Sí,2023-08-13,No,
DOC-02260,SIN-0758,Factura Taller,Sí,Sí,2023-08-02,No,
DOC-02261,SIN-0759,Historia Clínica,Sí,Sí,2023-11-05,No,
DOC-02262,SIN-0759,Factura Hospital,Sí,Sí,2023-10-31,No,
DOC-02263,SIN-0759,Informe Médico,Sí,Sí,2023-11-01,No,
DOC-02264,SIN-0759,Resultados Exámenes,Sí,Sí,2023-11-06,No,
DOC-02265,SIN-0760,Factura Taller,Sí,Sí,2024-09-14,No,
DOC-02266,SIN-0760,Fotos Daño,Sí,Sí,2024-09-13,No,
DOC-02267,SIN-0760,Copia Licencia,Sí,Sí,2024-09-17,No,
DOC-02268,SIN-0760,Copia Matrícula,Sí,Sí,2024-09-26,No,
DOC-02269,SIN-0761,Copia Cédula Beneficiario,Sí,Sí,2023-04-25,No,
DOC-02270,SIN-0761,Informe Médico,Sí,Sí,2023-04-22,No,
DOC-02271,SIN-0761,Acta de Defunción,Sí,Sí,2023-05-06,No,
DOC-02272,SIN-0761,Póliza Original,Sí,Sí,2023-05-06,No,
DOC-02273,SIN-0762,Copia Licencia,Sí,Sí,2023-02-19,No,
DOC-02274,SIN-0762,Denuncia Policial,Sí,Sí,2023-02-21,No,
DOC-02275,SIN-0762,Informe Perito,Sí,Sí,2023-02-21,No,
DOC-02276,SIN-0763,Factura Reparación,Sí,Sí,2024-09-05,No,
DOC-02277,SIN-0763,Informe Bomberos,Sí,Sí,2024-09-01,No,
DOC-02278,SIN-0763,Fotos Daño,Sí,Sí,2024-08-29,No,
DOC-02279,SIN-0763,Inventario Bienes,Sí,Sí,2024-09-11,No,
DOC-02280,SIN-0764,Factura Reparación,Sí,Sí,2024-11-21,No,
DOC-02281,SIN-0764,Fotos Daño,Sí,Sí,2024-11-18,No,
DOC-02282,SIN-0764,Informe Bomberos,Sí,Sí,2024-11-27,No,
DOC-02283,SIN-0764,Inventario Bienes,Sí,Sí,2024-11-30,No,
DOC-02284,SIN-0765,Copia Cédula Beneficiario,Sí,Sí,2024-05-18,No,
DOC-02285,SIN-0765,Póliza Original,No,No,,No,Documento no entregado por el asegurado
DOC-02286,SIN-0766,Acta de Defunción,Sí,Sí,2023-01-31,No,
DOC-02287,SIN-0766,Póliza Original,Sí,Sí,2023-01-25,No,
DOC-02288,SIN-0767,Cotización Reparación,Sí,Sí,2025-03-08,No,
DOC-02289,SIN-0767,Fotos Daño,Sí,Sí,2025-03-05,No,
DOC-02290,SIN-0768,Informe Técnico,Sí,Sí,2023-10-02,No,
DOC-02291,SIN-0768,Factura Equipo,Sí,Sí,2023-09-28,No,
DOC-02292,SIN-0769,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02293,SIN-0769,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-02294,SIN-0769,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-02295,SIN-0769,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-02296,SIN-0770,Cotización Reparación,Sí,Sí,2025-02-25,No,
DOC-02297,SIN-0770,Informe Técnico,Sí,Sí,2025-02-28,No,
DOC-02298,SIN-0770,Fotos Daño,Sí,Sí,2025-03-02,No,
DOC-02299,SIN-0771,Informe Médico,Sí,Sí,2024-07-07,No,
DOC-02300,SIN-0771,Resultados Exámenes,Sí,Sí,2024-07-02,No,
DOC-02301,SIN-0771,Recetas Médicas,Sí,Sí,2024-07-10,No,
DOC-02302,SIN-0772,Informe Perito,Sí,Sí,2024-02-21,No,
DOC-02303,SIN-0772,Copia Licencia,Sí,Sí,2024-02-19,No,
DOC-02304,SIN-0772,Copia Matrícula,Sí,Sí,2024-02-12,No,
DOC-02305,SIN-0772,Factura Taller,Sí,Sí,2024-02-18,No,
DOC-02306,SIN-0773,Denuncia Policial,Sí,Sí,2023-06-23,No,
DOC-02307,SIN-0773,Copia Licencia,Sí,Sí,2023-06-16,No,
DOC-02308,SIN-0774,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-02309,SIN-0774,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02310,SIN-0774,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02311,SIN-0774,Copia Licencia,Sí,Sí,2024-01-04,No,
DOC-02312,SIN-0775,Fotos Daño,Sí,Sí,2023-08-12,No,
DOC-02313,SIN-0775,Denuncia Policial,Sí,Sí,2023-08-08,No,
DOC-02314,SIN-0776,Fotos Daño,Sí,Sí,2020-12-10,No,
DOC-02315,SIN-0776,Informe Perito,Sí,Sí,2020-12-17,No,
DOC-02316,SIN-0777,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02317,SIN-0777,Copia Matrícula,Sí,Sí,2023-07-11,No,
DOC-02318,SIN-0777,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02319,SIN-0778,Informe Médico,Sí,Sí,2024-02-23,No,
DOC-02320,SIN-0778,Copia Cédula Beneficiario,Sí,Sí,2024-02-19,No,
DOC-02321,SIN-0779,Copia Licencia,Sí,Sí,2020-11-19,No,
DOC-02322,SIN-0779,Copia Matrícula,Sí,Sí,2020-11-15,No,
DOC-02323,SIN-0780,Fotos Daño,Sí,Sí,2023-04-09,No,
DOC-02324,SIN-0780,Copia Matrícula,Sí,Sí,2023-03-30,No,
DOC-02325,SIN-0780,Copia Licencia,Sí,Sí,2023-03-28,No,
DOC-02326,SIN-0781,Denuncia Policial,Sí,Sí,2024-11-09,No,
DOC-02327,SIN-0781,Informe Perito,Sí,Sí,2024-11-04,No,
DOC-02328,SIN-0782,Denuncia Policial,Sí,Sí,2024-09-22,No,
DOC-02329,SIN-0782,Copia Licencia,Sí,Sí,2024-09-28,No,
DOC-02330,SIN-0782,Factura Taller,Sí,Sí,2024-09-26,No,
DOC-02331,SIN-0783,Factura Taller,Sí,Sí,2024-09-16,No,
DOC-02332,SIN-0783,Informe Perito,Sí,Sí,2024-09-22,No,
DOC-02333,SIN-0783,Fotos Daño,Sí,Sí,2024-09-14,No,
DOC-02334,SIN-0784,Historia Clínica,Sí,Sí,2025-01-16,No,
DOC-02335,SIN-0784,Resultados Exámenes,Sí,Sí,2025-01-18,No,
DOC-02336,SIN-0785,Póliza Original,No,No,2023-10-01,Sí,Firma del asegurado no coincide
DOC-02337,SIN-0785,Acta de Defunción,Sí,Sí,2023-09-21,Sí,Número de placa diferente al registrado en la póliza
DOC-02338,SIN-0785,Informe Médico,No,No,2023-08-19,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-02339,SIN-0785,Copia Cédula Beneficiario,Sí,Sí,2023-09-26,Sí,Documento ilegible en secciones clave
DOC-02340,SIN-0786,Fotos Daño,Sí,Sí,2023-08-09,No,
DOC-02341,SIN-0786,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-02342,SIN-0786,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02343,SIN-0787,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02344,SIN-0787,Copia Matrícula,Sí,Sí,2023-09-06,No,
DOC-02345,SIN-0788,Denuncia Policial,Sí,Sí,2023-01-18,No,
DOC-02346,SIN-0788,Copia Matrícula,Sí,Sí,2023-01-25,No,
DOC-02347,SIN-0788,Copia Licencia,Sí,Sí,2023-01-20,No,
DOC-02348,SIN-0789,Informe Perito,Sí,Sí,2024-04-30,No,
DOC-02349,SIN-0789,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-02350,SIN-0789,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02351,SIN-0789,Copia Matrícula,Sí,Sí,2024-04-24,No,
DOC-02352,SIN-0790,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-02353,SIN-0790,Póliza Original,Sí,Sí,2023-04-10,No,
DOC-02354,SIN-0791,Copia Licencia,Sí,Sí,2024-01-22,Sí,Valores en factura no coinciden con el informe del perito
DOC-02355,SIN-0791,Denuncia Policial,Sí,Sí,2024-01-23,No,
DOC-02356,SIN-0791,Factura Taller,No,No,2024-01-25,Sí,Firma del asegurado no coincide
DOC-02357,SIN-0791,Fotos Daño,Sí,Sí,2024-01-31,Sí,Valores en factura no coinciden con el informe del perito
DOC-02358,SIN-0792,Denuncia Policial,Sí,Sí,2024-04-07,No,
DOC-02359,SIN-0792,Informe Perito,Sí,Sí,2024-04-13,No,
DOC-02360,SIN-0792,Copia Matrícula,Sí,Sí,2024-04-06,No,
DOC-02361,SIN-0792,Fotos Daño,Sí,Sí,2024-04-12,No,
DOC-02362,SIN-0793,Informe Médico,Sí,Sí,2023-08-25,No,
DOC-02363,SIN-0793,Acta de Defunción,Sí,Sí,2023-08-26,No,
DOC-02364,SIN-0794,Recetas Médicas,Sí,Sí,2024-10-16,No,
DOC-02365,SIN-0794,Informe Médico,Sí,Sí,2024-10-13,No,
DOC-02366,SIN-0794,Resultados Exámenes,Sí,Sí,2024-10-10,No,
DOC-02367,SIN-0794,Historia Clínica,Sí,Sí,2024-10-14,No,
DOC-02368,SIN-0795,Fotos Daño,Sí,Sí,2024-02-09,No,
DOC-02369,SIN-0795,Acta Policial,Sí,Sí,2024-01-28,No,
DOC-02370,SIN-0795,Factura Equipo,Sí,Sí,2024-02-09,No,
DOC-02371,SIN-0795,Cotización Reparación,Sí,Sí,2024-02-10,No,
DOC-02372,SIN-0796,Informe Perito,Sí,Sí,2024-12-12,No,
DOC-02373,SIN-0796,Fotos Daño,Sí,Sí,2024-12-07,No,
DOC-02374,SIN-0796,Copia Licencia,Sí,Sí,2024-12-14,No,
DOC-02375,SIN-0797,Fotos Daño,Sí,Sí,2023-06-08,No,
DOC-02376,SIN-0797,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-02377,SIN-0797,Copia Licencia,Sí,Sí,2023-06-11,No,
DOC-02378,SIN-0798,Historia Clínica,Sí,Sí,2025-04-11,No,
DOC-02379,SIN-0798,Informe Médico,Sí,Sí,2025-04-02,No,
DOC-02380,SIN-0798,Resultados Exámenes,Sí,Sí,2025-04-11,No,
DOC-02381,SIN-0799,Factura Reparación,Sí,Sí,2023-04-05,No,
DOC-02382,SIN-0799,Inventario Bienes,Sí,Sí,2023-04-12,No,
DOC-02383,SIN-0799,Acta Policial,Sí,Sí,2023-03-29,No,
DOC-02384,SIN-0800,Cotización Reparación,No,No,,No,Documento no entregado por el asegurado
DOC-02385,SIN-0800,Informe Técnico,Sí,Sí,2024-09-25,No,
DOC-02386,SIN-0800,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-02387,SIN-0800,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02388,SIN-0801,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-02389,SIN-0801,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02390,SIN-0801,Informe Perito,Sí,Sí,2023-11-21,No,
DOC-02391,SIN-0801,Fotos Daño,Sí,Sí,2023-11-16,No,
DOC-02392,SIN-0802,Copia Matrícula,Sí,Sí,2023-08-22,No,
DOC-02393,SIN-0802,Denuncia Policial,Sí,Sí,2023-08-22,No,
DOC-02394,SIN-0802,Copia Licencia,Sí,Sí,2023-08-18,No,
DOC-02395,SIN-0803,Denuncia Policial,Sí,Sí,2024-09-18,No,
DOC-02396,SIN-0803,Informe Perito,Sí,Sí,2024-09-08,No,
DOC-02397,SIN-0803,Factura Taller,Sí,Sí,2024-09-17,No,
DOC-02398,SIN-0803,Copia Matrícula,Sí,Sí,2024-09-14,No,
DOC-02399,SIN-0804,Informe Perito,Sí,Sí,2023-08-21,No,
DOC-02400,SIN-0804,Factura Taller,Sí,Sí,2023-08-27,No,
DOC-02401,SIN-0805,Factura Reparación,Sí,Sí,2024-12-01,No,
DOC-02402,SIN-0805,Informe Bomberos,Sí,Sí,2024-11-29,No,
DOC-02403,SIN-0805,Fotos Daño,Sí,Sí,2024-11-24,No,
DOC-02404,SIN-0806,Factura Hospital,Sí,Sí,2023-07-20,No,
DOC-02405,SIN-0806,Historia Clínica,Sí,Sí,2023-07-21,No,
DOC-02406,SIN-0807,Recetas Médicas,Sí,Sí,2024-01-10,No,
DOC-02407,SIN-0807,Resultados Exámenes,Sí,Sí,2024-01-03,No,
DOC-02408,SIN-0807,Factura Hospital,Sí,Sí,2024-01-12,No,
DOC-02409,SIN-0807,Historia Clínica,Sí,Sí,2024-01-12,No,
DOC-02410,SIN-0808,Resultados Exámenes,Sí,Sí,2023-07-05,No,
DOC-02411,SIN-0808,Informe Médico,Sí,Sí,2023-06-24,No,
DOC-02412,SIN-0809,Informe Médico,Sí,Sí,2023-05-03,No,
DOC-02413,SIN-0809,Recetas Médicas,Sí,Sí,2023-05-01,No,
DOC-02414,SIN-0809,Resultados Exámenes,Sí,Sí,2023-04-24,No,
DOC-02415,SIN-0810,Copia Cédula Beneficiario,No,No,,No,Documento no entregado por el asegurado
DOC-02416,SIN-0810,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-02417,SIN-0810,Póliza Original,No,No,,No,Documento no entregado por el asegurado
DOC-02418,SIN-0810,Acta de Defunción,Sí,Sí,2024-07-08,No,
DOC-02419,SIN-0811,Póliza Original,Sí,Sí,2023-01-11,No,
DOC-02420,SIN-0811,Informe Médico,Sí,Sí,2023-01-13,No,
DOC-02421,SIN-0811,Copia Cédula Beneficiario,Sí,Sí,2023-01-07,No,
DOC-02422,SIN-0811,Acta de Defunción,Sí,Sí,2023-01-06,No,
DOC-02423,SIN-0812,Fotos Daño,Sí,Sí,2023-05-13,No,
DOC-02424,SIN-0812,Inventario Bienes,Sí,Sí,2023-05-14,No,
DOC-02425,SIN-0813,Copia Matrícula,Sí,Sí,2024-10-08,No,
DOC-02426,SIN-0813,Informe Perito,Sí,Sí,2024-10-01,No,
DOC-02427,SIN-0813,Fotos Daño,Sí,Sí,2024-10-08,No,
DOC-02428,SIN-0814,Factura Taller,Sí,Sí,2023-10-04,No,
DOC-02429,SIN-0814,Fotos Daño,Sí,Sí,2023-10-13,No,
DOC-02430,SIN-0814,Copia Licencia,Sí,Sí,2023-10-09,No,
DOC-02431,SIN-0815,Factura Reparación,Sí,Sí,2023-05-19,No,
DOC-02432,SIN-0815,Fotos Daño,Sí,Sí,2023-05-23,No,
DOC-02433,SIN-0816,Informe Médico,Sí,Sí,2024-02-22,No,
DOC-02434,SIN-0816,Copia Cédula Beneficiario,Sí,Sí,2024-02-19,No,
DOC-02435,SIN-0817,Informe Médico,Sí,Sí,2024-11-15,No,
DOC-02436,SIN-0817,Resultados Exámenes,Sí,Sí,2024-11-21,No,
DOC-02437,SIN-0817,Factura Hospital,Sí,Sí,2024-11-14,No,
DOC-02438,SIN-0817,Historia Clínica,Sí,Sí,2024-11-19,No,
DOC-02439,SIN-0818,Historia Clínica,Sí,Sí,2023-02-02,No,
DOC-02440,SIN-0818,Informe Médico,Sí,Sí,2023-01-26,No,
DOC-02441,SIN-0819,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02442,SIN-0819,Denuncia Policial,No,No,2023-04-04,Sí,Número de placa diferente al registrado en la póliza
DOC-02443,SIN-0819,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-02444,SIN-0820,Copia Licencia,Sí,Sí,2021-09-15,No,
DOC-02445,SIN-0820,Fotos Daño,Sí,Sí,2021-09-14,No,
DOC-02446,SIN-0820,Denuncia Policial,Sí,Sí,2021-09-13,No,
DOC-02447,SIN-0820,Factura Taller,Sí,Sí,2021-09-04,No,
DOC-02448,SIN-0821,Factura Equipo,Sí,Sí,2023-08-28,No,
DOC-02449,SIN-0821,Acta Policial,Sí,Sí,2023-08-22,No,
DOC-02450,SIN-0821,Cotización Reparación,Sí,Sí,2023-08-20,No,
DOC-02451,SIN-0821,Fotos Daño,Sí,Sí,2023-08-31,No,
DOC-02452,SIN-0822,Fotos Daño,Sí,Sí,2023-03-24,No,
DOC-02453,SIN-0822,Factura Taller,Sí,Sí,2023-03-21,No,
DOC-02454,SIN-0823,Copia Licencia,Sí,Sí,2024-12-19,No,
DOC-02455,SIN-0823,Factura Taller,Sí,Sí,2024-12-11,No,
DOC-02456,SIN-0823,Fotos Daño,Sí,Sí,2024-12-12,No,
DOC-02457,SIN-0823,Denuncia Policial,Sí,Sí,2024-12-14,No,
DOC-02458,SIN-0824,Copia Matrícula,Sí,Sí,2023-01-30,No,
DOC-02459,SIN-0824,Informe Perito,Sí,Sí,2023-01-31,No,
DOC-02460,SIN-0825,Factura Reparación,Sí,Sí,2023-09-12,No,
DOC-02461,SIN-0825,Fotos Daño,Sí,Sí,2023-09-09,No,
DOC-02462,SIN-0826,Copia Licencia,Sí,Sí,2025-02-16,No,
DOC-02463,SIN-0826,Denuncia Policial,Sí,Sí,2025-02-13,No,
DOC-02464,SIN-0826,Fotos Daño,Sí,Sí,2025-02-07,No,
DOC-02465,SIN-0827,Informe Médico,Sí,Sí,2023-02-15,No,
DOC-02466,SIN-0827,Resultados Exámenes,Sí,Sí,2023-02-08,No,
DOC-02467,SIN-0827,Recetas Médicas,Sí,Sí,2023-02-11,No,
DOC-02468,SIN-0828,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02469,SIN-0828,Denuncia Policial,Sí,Sí,2022-03-14,No,
DOC-02470,SIN-0828,Fotos Daño,Sí,Sí,2022-03-03,No,
DOC-02471,SIN-0829,Informe Perito,Sí,Sí,2023-04-11,Sí,Firma del asegurado no coincide
DOC-02472,SIN-0829,Copia Licencia,Sí,Sí,2023-03-31,Sí,Valores en factura no coinciden con el informe del perito
DOC-02473,SIN-0829,Denuncia Policial,Sí,Sí,2023-04-07,No,
DOC-02474,SIN-0829,Factura Taller,Sí,Sí,2023-04-10,Sí,Documento ilegible en secciones clave
DOC-02475,SIN-0830,Acta Policial,Sí,Sí,2023-12-25,No,
DOC-02476,SIN-0830,Factura Equipo,Sí,Sí,2024-01-02,No,
DOC-02477,SIN-0831,Copia Matrícula,Sí,Sí,2024-11-14,No,
DOC-02478,SIN-0831,Copia Licencia,Sí,Sí,2024-11-09,No,
DOC-02479,SIN-0831,Informe Perito,Sí,Sí,2024-11-06,No,
DOC-02480,SIN-0831,Denuncia Policial,Sí,Sí,2024-11-07,No,
DOC-02481,SIN-0832,Resultados Exámenes,Sí,Sí,2023-11-21,No,
DOC-02482,SIN-0832,Historia Clínica,No,No,,No,Documento no entregado por el asegurado
DOC-02483,SIN-0832,Factura Hospital,Sí,Sí,2023-12-04,No,
DOC-02484,SIN-0833,Historia Clínica,Sí,Sí,2023-05-29,No,
DOC-02485,SIN-0833,Informe Médico,Sí,Sí,2023-05-27,No,
DOC-02486,SIN-0833,Resultados Exámenes,Sí,Sí,2023-05-19,No,
DOC-02487,SIN-0833,Recetas Médicas,Sí,Sí,2023-05-21,No,
DOC-02488,SIN-0834,Recetas Médicas,Sí,Sí,2024-05-13,No,
DOC-02489,SIN-0834,Factura Hospital,Sí,Sí,2024-05-17,No,
DOC-02490,SIN-0834,Historia Clínica,Sí,Sí,2024-05-07,No,
DOC-02491,SIN-0835,Denuncia Policial,Sí,Sí,2023-11-09,No,
DOC-02492,SIN-0835,Fotos Daño,Sí,Sí,2023-11-16,No,
DOC-02493,SIN-0835,Factura Taller,Sí,Sí,2023-11-11,No,
DOC-02494,SIN-0836,Resultados Exámenes,Sí,Sí,2024-06-13,No,
DOC-02495,SIN-0836,Recetas Médicas,Sí,Sí,2024-06-22,No,
DOC-02496,SIN-0837,Factura Taller,Sí,Sí,2025-03-06,No,
DOC-02497,SIN-0837,Denuncia Policial,Sí,Sí,2025-02-28,No,
DOC-02498,SIN-0837,Informe Perito,Sí,Sí,2025-03-08,No,
DOC-02499,SIN-0838,Copia Matrícula,Sí,Sí,2023-11-02,No,
DOC-02500,SIN-0838,Denuncia Policial,Sí,Sí,2023-11-06,No,
DOC-02501,SIN-0839,Factura Taller,Sí,Sí,2023-12-22,No,
DOC-02502,SIN-0839,Copia Matrícula,Sí,Sí,2023-12-14,No,
DOC-02503,SIN-0840,Copia Licencia,Sí,Sí,2023-03-23,No,
DOC-02504,SIN-0840,Denuncia Policial,Sí,Sí,2023-04-02,No,
DOC-02505,SIN-0840,Informe Perito,Sí,Sí,2023-03-26,No,
DOC-02506,SIN-0840,Factura Taller,Sí,Sí,2023-03-23,No,
DOC-02507,SIN-0841,Informe Médico,Sí,Sí,2023-07-22,No,
DOC-02508,SIN-0841,Póliza Original,Sí,Sí,2023-07-20,No,
DOC-02509,SIN-0841,Acta de Defunción,Sí,Sí,2023-07-23,No,
DOC-02510,SIN-0841,Copia Cédula Beneficiario,Sí,Sí,2023-07-22,No,
DOC-02511,SIN-0842,Resultados Exámenes,Sí,Sí,2025-01-24,No,
DOC-02512,SIN-0842,Factura Hospital,Sí,Sí,2025-01-20,No,
DOC-02513,SIN-0842,Historia Clínica,Sí,Sí,2025-01-25,No,
DOC-02514,SIN-0843,Fotos Daño,Sí,Sí,2025-04-30,No,
DOC-02515,SIN-0843,Copia Matrícula,Sí,Sí,2025-04-19,No,
DOC-02516,SIN-0843,Denuncia Policial,Sí,Sí,2025-04-30,No,
DOC-02517,SIN-0843,Copia Licencia,Sí,Sí,2025-04-27,No,
DOC-02518,SIN-0844,Factura Reparación,Sí,Sí,2023-03-19,No,
DOC-02519,SIN-0844,Inventario Bienes,Sí,Sí,2023-03-24,No,
DOC-02520,SIN-0844,Fotos Daño,Sí,Sí,2023-03-23,No,
DOC-02521,SIN-0845,Denuncia Policial,Sí,Sí,2024-06-26,No,
DOC-02522,SIN-0845,Copia Matrícula,Sí,Sí,2024-07-05,No,
DOC-02523,SIN-0845,Copia Licencia,Sí,Sí,2024-06-24,No,
DOC-02524,SIN-0845,Factura Taller,Sí,Sí,2024-07-01,No,
DOC-02525,SIN-0846,Factura Taller,Sí,Sí,2025-04-01,No,
DOC-02526,SIN-0846,Informe Perito,Sí,Sí,2025-03-20,No,
DOC-02527,SIN-0846,Copia Licencia,Sí,Sí,2025-03-19,No,
DOC-02528,SIN-0846,Denuncia Policial,Sí,Sí,2025-03-21,No,
DOC-02529,SIN-0847,Fotos Daño,Sí,Sí,2024-06-19,No,
DOC-02530,SIN-0847,Denuncia Policial,Sí,Sí,2024-06-29,No,
DOC-02531,SIN-0847,Copia Licencia,Sí,Sí,2024-06-22,No,
DOC-02532,SIN-0848,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-02533,SIN-0848,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-02534,SIN-0849,Fotos Daño,Sí,Sí,2025-01-23,No,
DOC-02535,SIN-0849,Denuncia Policial,Sí,Sí,2025-01-22,No,
DOC-02536,SIN-0849,Factura Taller,Sí,Sí,2025-01-19,No,
DOC-02537,SIN-0850,Informe Médico,Sí,Sí,2023-12-26,No,
DOC-02538,SIN-0850,Recetas Médicas,Sí,Sí,2023-12-23,No,
DOC-02539,SIN-0850,Resultados Exámenes,Sí,Sí,2023-12-22,No,
DOC-02540,SIN-0850,Factura Hospital,Sí,Sí,2023-12-16,No,
DOC-02541,SIN-0851,Copia Matrícula,Sí,Sí,2024-10-21,No,
DOC-02542,SIN-0851,Denuncia Policial,Sí,Sí,2024-10-24,No,
DOC-02543,SIN-0851,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-02544,SIN-0851,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02545,SIN-0852,Factura Taller,Sí,Sí,2023-10-14,No,
DOC-02546,SIN-0852,Fotos Daño,Sí,Sí,2023-10-12,No,
DOC-02547,SIN-0852,Copia Licencia,Sí,Sí,2023-10-09,No,
DOC-02548,SIN-0852,Informe Perito,Sí,Sí,2023-10-18,No,
DOC-02549,SIN-0853,Copia Matrícula,Sí,Sí,2023-05-21,No,
DOC-02550,SIN-0853,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-02551,SIN-0853,Denuncia Policial,Sí,Sí,2023-05-17,No,
DOC-02552,SIN-0853,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-02553,SIN-0854,Informe Perito,Sí,Sí,2024-10-25,No,
DOC-02554,SIN-0854,Factura Taller,Sí,Sí,2024-10-30,No,
DOC-02555,SIN-0854,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-02556,SIN-0854,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02557,SIN-0855,Historia Clínica,Sí,Sí,2023-12-09,No,
DOC-02558,SIN-0855,Recetas Médicas,Sí,Sí,2023-12-21,No,
DOC-02559,SIN-0856,Denuncia Policial,Sí,Sí,2024-07-01,No,
DOC-02560,SIN-0856,Informe Perito,Sí,Sí,2024-06-30,No,
DOC-02561,SIN-0856,Fotos Daño,Sí,Sí,2024-06-30,No,
DOC-02562,SIN-0856,Copia Matrícula,Sí,Sí,2024-06-30,No,
DOC-02563,SIN-0857,Informe Médico,Sí,Sí,2024-03-18,No,
DOC-02564,SIN-0857,Acta de Defunción,Sí,Sí,2024-03-16,No,
DOC-02565,SIN-0858,Fotos Daño,Sí,Sí,2024-02-09,No,
DOC-02566,SIN-0858,Copia Matrícula,Sí,Sí,2024-02-18,No,
DOC-02567,SIN-0858,Denuncia Policial,Sí,Sí,2024-02-17,No,
DOC-02568,SIN-0859,Recetas Médicas,Sí,Sí,2024-10-10,No,
DOC-02569,SIN-0859,Resultados Exámenes,Sí,Sí,2024-10-07,No,
DOC-02570,SIN-0859,Informe Médico,Sí,Sí,2024-10-14,No,
DOC-02571,SIN-0860,Informe Perito,Sí,Sí,2023-06-11,No,
DOC-02572,SIN-0860,Copia Licencia,Sí,Sí,2023-06-05,No,
DOC-02573,SIN-0861,Factura Equipo,Sí,Sí,2024-09-30,No,
DOC-02574,SIN-0861,Informe Técnico,Sí,Sí,2024-09-24,No,
DOC-02575,SIN-0862,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-02576,SIN-0862,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-02577,SIN-0863,Copia Matrícula,Sí,Sí,2024-06-14,No,
DOC-02578,SIN-0863,Copia Licencia,Sí,Sí,2024-06-04,No,
DOC-02579,SIN-0863,Fotos Daño,Sí,Sí,2024-06-10,No,
DOC-02580,SIN-0864,Factura Taller,Sí,Sí,2023-08-01,No,
DOC-02581,SIN-0864,Fotos Daño,Sí,Sí,2023-07-31,No,
DOC-02582,SIN-0865,Copia Licencia,Sí,Sí,2023-08-03,Sí,Sello del proveedor no reconocido
DOC-02583,SIN-0865,Fotos Daño,Sí,Sí,2023-07-31,No,
DOC-02584,SIN-0866,Copia Matrícula,Sí,Sí,2025-03-07,No,
DOC-02585,SIN-0866,Copia Licencia,Sí,Sí,2025-03-14,No,
DOC-02586,SIN-0866,Denuncia Policial,Sí,Sí,2025-03-09,No,
DOC-02587,SIN-0866,Factura Taller,Sí,Sí,2025-03-06,No,
DOC-02588,SIN-0867,Copia Licencia,Sí,Sí,2024-11-17,No,
DOC-02589,SIN-0867,Fotos Daño,Sí,Sí,2024-11-27,No,
DOC-02590,SIN-0868,Fotos Daño,Sí,Sí,2025-03-29,No,
DOC-02591,SIN-0868,Factura Taller,Sí,Sí,2025-04-02,No,
DOC-02592,SIN-0868,Copia Matrícula,Sí,Sí,2025-04-04,No,
DOC-02593,SIN-0869,Fotos Daño,Sí,Sí,2024-06-13,No,
DOC-02594,SIN-0869,Denuncia Policial,Sí,Sí,2024-06-11,No,
DOC-02595,SIN-0869,Informe Perito,Sí,Sí,2024-06-13,No,
